ulasan_clean,sentimen,,,,,,
ff makin lama makin jelek masa pas sudah di apdet skailer nya sekarang beda jelek ff dan aku kasih satu bintang sekarang aku tambah kecewa masa pas main ada warna begitu garena coba lu dahulu yang main ff apa lu bisa lihat musuh nya dimana sudah jelek di tambahin jelek,negatif,,,,,,
ff sangat menyenangkan tapi tolong jaringannya di perbaiki agar semua pemain ff sangat bersemangat untuk bermain ff dan tolong ff ini di perbaiki untuk ke ngelegannya kalau tidak saya akan menghapus ff ini segera,positif,,,,,,
hlo pembuata game ff kamu orang nya bagus loh game nya orangtua mau pasti bangga melihat anaknya bisa membuat game sebagus ini untuk kamu tapi aku ada yang tidak suka sama diperbarui nya saran saya ya aku lebih nyaman latar lobyy nya kayak pas tahun urniverseri oke itu saja kok saran saya karena game nya bagus saya beri bintang by naila,positif,,,,,,
saya kasih bitang soalnya selalu nglek mulu siyal putih masih nglek tolong di perbaiki masih ada gangguan aku main map pepeng bahkan tembus tembok ini gangguan ngeselin banget dan ada lagi gangguan tembus lantai di map pepeng ngeselin banget garena tolong di perbaiki sekian dahulu terima kasih,negatif,,,,,,
semenjak diperbarui kemarin kok kadang suara step hilang kadang muncul lagi kadang suara step pelan apa lagi ketika ngelut sama nembak musuh suara step jadi hilang gangguan atau bagaimana ya itu kawan setelah diperbarui bukan tambah bagus bahkan tambah jelek begini fitur nya,negatif,,,,,,
gangguan damage di ilangin minn sama gangguan tembus glowal sudah itu ae sih yang buat kesel pas mainn apalagi pas main solo sequad masa iya peluru mp sampai habis musuhnya tidak mati bahkan nyawang cuma hilang setengah aduh tolong lah segera di fix gangguan seperti begitu bikin tidak mod main minimal garena,negatif,,,,,,
kenapa ini garentol habis diperbarui bahkan banyak gangguan ditambah kenapa kok step musuh tidak kedengeran jadi tolong lh di perbaikan lagi ke depannya kalau tidak game jelek ini akan di un install semua player ep sekian dari saya,negatif,,,,,,
tolong perbaikan masa tim musuh pada jago sedangkan tim saya pada drak sistem semua akan jadi tidak seimbang padahal sudah elite heroik kok masih ada saja yang nama nya kayak plat nomor ada yang nama nya besok akan jadi tidak seimbang itu pun tim saya kalau tim musuh mah tidak usah di tanya pada serem semua tuh mana tolonglah ya,negatif,,,,,,
sesudah di diperbarui bahkan leg parah kirain kalau di diperbarui gabakalan leg sinyal wifi bagus mencoba pakai data seluler bagus tetap saja leg tolong di perbaikan game nya,negatif,,,,,,
saya sudah lama sekali bermain epep dengan login memakai akun facebook tetapi pada saat di diperbarui saya tidak bisa login menggunakan facebook,netral,,,,,,
setelah diperbarui sekarang bahkan makin parah susah login padahal jaringan wifi bagus sekiranya menimbulkan kendala di setiap diperbarui mending jangan di diperbarui atau bikin durasi lama contoh bulan sekali atau setahun sekali diperbarui nya dari setelah diperbarui saya belum bisa main lagi karena susah login tolong bantuanya,negatif,,,,,,
makin jelek saja nih game step musuh tidak ada main di rank heroik musuh nya bot lobinya makin jelek berdiri di awang,negatif,,,,,,
garena tolonglah perbaikan lebih teliti lagi masa iya setelah diperbarui sekarang suara step berjalan sama suara reloadnya kadang ada kadang tidak,positif,,,,,,
game nya sangat bagus tapi ada minus nya minusnya padahal sudah jalan tapi bahkan ada peringatan afk terus padahal jaringan lancar tapi malah ngeleg,negatif,,,,,,
ff garena semakin tidak asyik buuanyak banget bugnya waktu star sampai turun sinyal oke sampai eh pas perang ketemu musuh sinyalnya langsung ini konsepnya bagaimana garena tolong penjelasnya,negatif,,,,,,
apa macam nya garena ini makin diperbarui makin tidak jelas step kdang hilang diperbarui nya hampir setiap minggu bukan nya makin bagus bahkan semakin rusak jangan keuntungan kalian saja yang di kembangkan kenyamanan kita player pun harus di perlukan makin jelek saja,positif,,,,,,
kepada yang terhormat garena gratis fire ini kenapa ya kok habis diperbarui suaranya hilang dan ngeleq terus padahal sinyal bagus tolonglah garena cepat di perbaiki kami player gratis fire jadi tidak nyaman dan resah dengan masalah ini terima kasih,positif,,,,,,
kok saya setelah diperbarui tidak bisa unduh data ya dan data nya juga pada hilang mau pakai set pun tidak bisa apalagi bawa senjata ke loby tolong bantuan nya pihak garena,negatif,,,,,,
kebanyak di upgrad jadi susah mau nyepin senjata juga harus dapat token dulu baru bisa di tukar senjata ngehabisin direct message tidak kayak dahulu lagi,negatif,,,,,,
saya beri bintang dahulu karena saya sudah main hampir tahun tapi ff nya semakin lama semakin buruk dan banyak item yang bagus di hilangkan banyak senjata bundle di keluarkan cara spin item nya tidak seperti dahulu lagi susah dapat kertas incubator tidak seperti dahulu enak dapatin kertas kubatornya tolong garena kembalikan seperti dahulu lagi cara spin item incubatornya kalau sudah kami seluruh player ff akan beri bintang,negatif,,,,,,
aduhh ini step kadangada kadanggaada masa cuma suara tembakan sama suara loncat jadi sering mati gara gadenger step tolong dong,negatif,,,,,,
spesial airdrop nya ke terus sekarang padahal dahulu sering banget dapat spesial airdrop ke sekarang sudah tidak pernah dapat lagi sudah tahun aku kecewa aku tidak mau main lagi aku benci garena,positif,,,,,,
banyak masalah jaringan waktu masuk game dan di dalam game tidak dapat melihat sekin teman atau musuh padahal dalam pengaturan semuanya aman dan donload pun semua sudah tetapi sama juga tidak dapat melihat,netral,,,,,,
diperbarui terbaru bahkan makin parah suara stepny kok hilang dan kalau di handphone iphone juga pas lagi on mic pasti suara stepnya tidak kedengaran susah bedain dengan suara step teman dan volumenya naik turun besar kecil untuk pihak garena tolong perbaikan dong,negatif,,,,,,
hai garena untuk mode dalam game ini sudah bagus dan banyak banget tapi saran saya mungkin bagus kalau ada mode baru yang di ambil dari gabungan mode pelayanan pelanggan dan mode baru maksud saya adalah dalam mode ini kita bakalan di suruh beli senjata dengan uang yang terbatas seperti di pelayanan pelanggan tapi mode pertarungannya kayak baru yaitu bertarung di map yang luas dan menjadi squad terakhir yang bertahan dan setiap kill kita bisa dapat koin buat beli item dan senjata tambahan begitu saja deh selebihnya garena saja yang mutusin,negatif,,,,,,
aku suka banget sama game ini zona nya tidak terlalu sakit blue zone nya banyak senjata bagus tapi ada berapa kekurangan yaitu kalau nembak musuh suka tidak ada damage nya sekian terima kasih,negatif,,,,,,
sekarang ff makin sepi karena garena kenapa ff kok bahkan hd babget garena balikan saja ff seperti sudah hulu kasian anak kecil diluar sana pensi karena handphone ya tidak kuat tidak ada ram aku saja mau pensi tidak serulagi cuk ff sekarang kalau ini di baca garena saya mohon ff di kembalikan seper ti sudah hulu setuju tidak kalian pik diubah sekarang bahkan kayak begini sudah lah ini aku kasih bintang karena apa dahulu ff bagus coy sekarang sudah tidak lagi sudah itu saja yang saya sampaikan,negatif,,,,,,
gangguan mode getar tidak bisa menyala padahaal sudah saya aktifkan langkah kaki musuh disekitar tapi belum bisa bergetar masih belum di fix,negatif,,,,,,
permainan yang menantang saran admin buat lagi permainan yang menggunakan diamond untuk login dalam aktivitas tersebut misalnya pemain yang masih bertahan dapat point dan bisa masuk main tanpa gunakan diamond dan point tersebut dikumpulkan bisa ditukar akan item yang permanen misalnya skin senjata seperti permainan dahulu,negatif,,,,,,
habis diperbarui kok makin banyak gangguan tidak ada suaranya relod ganti loot mobil tidak ada suaranya damag tidak mati glowal nembus bahkan kacauu habis diperbarui note tolong di perbaiki,positif,,,,,,
makin tidak jelas dari suara jejak tidak seperti awalnya perubahan hanya karena ada event dan jelek,negatif,,,,,,
diperbarui bukanya makin bagus bahkan makin banyak gangguan tolong benerin suara setep yang tiba hilang tolong di fix,negatif,,,,,,
ada masalah mulu yang dimana ketika mulai game lancar tapi pas selesai game lagi jaringan kuning merah terus parah nya pas lagi in game juga lagi lagi asyik tempur arghh keselin,positif,,,,,,
updatean terbaru tolong di perbaikan bang sering gangguan suara step sendiri tidak ada suara step musuh tidak ada tiba nembak disaat lompat saja yang ada suara kakinya tolong developer di perbaiki,positif,,,,,,
habis diperbarui bukan tambah bagus tambah busuk begini pas masuk di game warnanya jadi ungu bikin mata sakit suara juga tidak ada steo suara mobil juga tidak ada tolong lah garena perbaikin dong,negatif,,,,,,
gem jelek makin di perbarui bukannya mkin bagus bahkan makin banyak buff nya setelah updetan terbaru ini kenapa ada lagi cahaya berwarna di map brasilia mkin bikin sakit mata,negatif,,,,,,
kenapa setiap main baru rank dapat map bermuda terus padahal sudah unduh map lain nya sudah lebih aku main baru rank dapat nya map bermuda terus tolong perbaikan sampai aku hapus ff nya aku unduh lagi masih saja tidak dapat map lain memang taii,negatif,,,,,,
game nya bagus garena dan grafiknya sudah bagus juga cuma tolong dong diperbarui terbaru ini saat pakai glowal ada item tambahan itu sangat mengganggu menurut saya apalagi untuk user elite pelayanan pelanggan biasanya banyak pakai glowal jadinya itu item muncul terus dan di pakai apalagi kalau dapat skill crono tu bocah langsung pakai garena saya tahu ini cuma trial tapi sebulan lebih loh ini jadi tolong hapus secepat cepatnya fitur ini terima kasih,negatif,,,,,,
mohon bantuan ya garena kenapa saat war selalu lagi parah jadi kami player ada bisa apa bahkan jadi beban tim ujung ya kami yang kena sangsi di lapor akan gara jaringan yang tidak jelas mohon pihak terkait bisa memaklumi ya terima kasih,negatif,,,,,,
game ini aku suka tapi kalau bisa mabar secara acak jangan di jumpakan sama teman bot epic bisa mabar sama metic akan tidak masuk akal kalau saya epic jumpa akan teman epic tapi kalau saya metic jumpakan teman metic,negatif,,,,,,
saya suka dengan gem ini karena bisa main sama teman syh dan bagus banyak item menarik dan bonus top apa yang murah,netral,,,,,,
untuk developer tolong lah masa sudah di balik tembok masih kena juga pelurunya tolong di perbaikan,negatif,,,,,,
apa nya yang server gagal sudah pakai wifi loh mau main di tendang terus dari game kenapa hah mau main juga tidak bisa gagal masuk server bagaimana maksudnya woii,negatif,,,,,,
gamenyan makin diperbarui semoga tidak nge bug mulu masa selalu lengket layar padahal handphone sudah ram koneksi wifi,negatif,,,,,,
setelah diperbarui bahkan suara step nya tidak ada jadi tidak tahu kalau ada musuh datang tolong lah garena segera perbaikan,netral,,,,,,
masih banyak gangguan setelah diperbarui sama zonanya cepat dan pedas sekali zonanya padahal baru zona ke,negatif,,,,,,
game tidak jelas kenapa setiap ada diperbarui pasti dowload datanya hilang kanapa coba biar apa lu kayak begitu ngabisin kouta saja saya beli kouta pakai uang buat dowload data daong lu tidak ngertiin banget sih pakai ada acara di kurangin segala dowload datanya,negatif,,,,,,
perbaikan lagi gangguan nya soal nya masih banyak gangguan yang lain yang belum di perbaikan dan gratis fire jangan sering diperbarui terus gangguan nya belum di perbaikan ff diperbarui terus lama tidak muat penyimpanan saya,negatif,,,,,,
game ini sangat bagus tapi tolong garena lalau bisa peak old kembali lagi sudah banyak kenangan di sana peak sekarang lebih kemanayah tidak seru sekarang bisa ngendok di atapnya akan peak untuk bar jadi saya minta tolong hanya itu semoga peak lama kembali,positif,,,,,,
ya elah gangguan demek saja belum kelar bahkan diperbarui yang tidak jelas di pelayanan pelanggan elite bahkan ada geranat dasar tidak jelas masang gelowal bahkan ada bunyi tidak gelas pula balikin ke diperbarui yang kemarin dasar game rusak,positif,,,,,,
makin kesini updatan makin bikin bad mood buat main kami player old semakin malas buat main dikarenakan updatan senjata yang berubah ubah,negatif,,,,,,
diperbarui gagal warna nya jadi warna janda warna ungu kelap kelip bikin sakit mata bikin buta map tidak lihat musuh tidak usah diperbarui dari pada diperbarui nya gagal,negatif,,,,,,
apalah setelah diperbarui ff biasa kok suara ganti senjatanya tidak ada suara lari tidak ada suara ngeloting tidak ada,negatif,,,,,,
aplikasi bagus tapi boros kouta terus harus diperbarui setiap bulannya kalau bisa jangan begini lah tolong di perbaikan soalnya tidak semuanya punya uang buat beli paket data,negatif,,,,,,
kecewa diperbarui baru lagi makin nge bug saja suara lari dari karakter tidak ada damage apalagi suara knock musuh delay,negatif,,,,,,
semenjak diperbarui kemarin gratis fire ini menurutu bahkan makin jelek jujur saja jelek bagusan gratis fire sebelum diperbarui kemarin karena kalau mau https ketika kita ngeglowal muncul bom lah itu lah ini lah wah kacau bagaimana ini garena kalau begini cerita nya aku mau pensi saja lah kasih bintang sakian pendapat saya bila ada salah ucap mohon dimaafkan inget ya minimal kalau tidak di perbaikan aku pindah game,negatif,,,,,,
gamenya bagus apa lagi kalau sudah apdete lebih seru pokokny apa lagi kalau romadon uh lengkap pasti bandel apa lagi kalau keledai itu kembali saya suka jasan takkan terlupakan dan akan ada perubahan di map bermuda map nextera map alpine banyaklah apa lagi kolep sama naruto beh pasti akan ada perubahan sama map kalahari oke segitu dahulu ya aku sudah pegel bye,negatif,,,,,,
grafik bagus jaringan bagus tapi yang di permasalahan adalah kenapa baju musu emot tidak kelihatan padahal sudah dowlod data dalam tolong garena lah kenapa bisa begitu kalau gangguan masa selama itu sih,negatif,,,,,,
ini game kenapa sudah padahal sudah di tembok bahkan tetap mati padahal pin nya masih aman saja dan perbaikan gangguan damage nya sudah kena lebih bahkan tidak mati game nya bayar to win lagi,negatif,,,,,,
diperbarui nya bagus tapi masih ada gangguan yang sangat meresahkan contoh nya gangguan hilang suara step di dalam game jadi untuk sahat ini saya kasih bintang dahulu,negatif,,,,,,
garena bikin diperbarui apa sih kok makin tidak jelas makin berat karakter nya aneh tolong di perbaiki lebih bagus lagi,positif,,,,,,
woee tolong lah kok aku setelah di diperbarui bahkan tidak jadi login bagaimana ini maksudnya aku punya salah apa kok tidak bisa login,negatif,,,,,,
sangat puas dengan game ini karena bisa menambah teman dari berbagai negara hanya agak sedikit pelit dalam penyepinan nya,positif,,,,,,
tolong garena kenapa susah untuk hendsot pada yang lain bisa tolong di perbaikan yang paling terutama jaringan dari dulu sampai sekarang dan akun yang sudah di suspen oleh garena tolong di kembalikan,positif,,,,,,
ini pemainan feree fare bagus tapi kekurangan gangguan hilangngin gangguan nya biar aku tahu musuh nya dimana,negatif,,,,,,
sebenarnya reting nya tapi karena tidak bisa jadi cuman gamenya bagus cuman banyak anak kecil teken rabies yang bermunculan tapi ada juga yang pro dan apdate nya agak lain semakin kesini ya jadi game nya bagus tapi ya begitulah,negatif,,,,,,
saya suka tapi sayang setiap perbaruan season pangkat bahkan turun terus padahal sudah capek ngabisin waktu tiap malamnya sampai gm eeh bahkan di turunin lagi jadi diamon,positif,,,,,,
diperbarui terus sampai handphone meledak ep sekarang jelek bit ulang domzz dari awal tidak di diperbarui tidak jls permainan nya ith juga tolong buk nya di perbaikan bukan nya di diperbarui terus sadar tidak kau sih garena butuh penjelasan nya dong di tunggu informasi nya sekarang juga,negatif,,,,,,
diperbarui sekarang tidak jelas banyak gangguan yang tidak di benerin malahan sekarang gangguan ini yang paling parah dan nyebelin maap minimal memberikan bintang dulu tar kalau sudah dibenerin aku kasih bintang,negatif,,,,,,
garena tolong lah perbaikan gangguan nya sudah diperbarui bukannya tambah bagus bahkan tambah buruk banyak bugnya salah satunya gangguan demage dan gangguan jaringan tolong perbaikan garena kalau bisa ilangin gangguan nya?,negatif,,,,,,
makin di diperbarui bahkan makin parah terutama sinyal sering leg padahal sinyal saya bagus terus gangguan damage tolong perbaikan gangguan nya jangan asal diperbarui terus kasian yang hpnya ram main juga patah,negatif,,,,,,
garena khusus nya gratis fire saya sebagai player nya merasa di rugikan diperbarui besar boleh saja tapi kenapa data skin baju lain ikutan di ulangin sih buang waktu bangsatt,negatif,,,,,,
kalau mau diperbarui di pikir lah lu diperbarui banyak gangguan lolot yang pertama suara tidak ada step musuh mobil saja sudah kayak mobil tesla tidak ada suara ngeluting saja tidak ada suara bukannya makin maju bahkan makin mundur,negatif,,,,,,
updatenya bagus tapi isi gameplaynya rusak karena sistem senjata sudah makin gampang di mendapatkan di awal game makin banyak gangguan seperti gangguan damage sniper gangguan masuk ke bawah tanah gangguan kejepit di dinding gangguan jaringan jadi tolong beberapa gangguan di atas di perbaikan saya sudah menikmati gamenya tetapi karena ada beberapa gangguan diatas dan ya saya sudah mulai kesal dengan game ini,negatif,,,,,,
bagus sih tapi tolong buck demeg nya di kondisikan soalnya masa aku habis by one sama teman map biasa bermuda pepeng sudah merah semua masa tidak mati bahkan aku yang mati kok sekarang giliran di abdet banyak leg nya padahal jaringan saya tidak tapi kok leg banget ya aku mau klaim misi jadi susah ini karena ada trablem di gem nya,negatif,,,,,,
aku lagi main tb jaringan nya jelek aku coba perbaikan jaringan buah aku masuk ke game nya lah bahkan login ulang kembalilah game nya,positif,,,,,,
game ini menurut aku bagus sih cuma ya agak bagaimana begitu mulai dari kita ditembak melalui tembok biasanya juga kita mati sendiri tidak ada yang nembak begitu itu yang aku kurang suka pokoknya ini bagus banget,negatif,,,,,,
game nya bagus grafik nya juga bagus tapi ada yang buruk yang mungkin bisa di ubah lagi sama dev nya musuh tidak mati padahal sudah di tembak berkali pas mencet glowal tidak muncul padahal sudah di tekan berkali pas ketemu musuh tiba ngelek pas sudah mati baru lancar lagi mohon di perbaikan ya,negatif,,,,,,
kecewa setelah diperbarui ini masa pasang glowel di room cr bisa dalam boom dan frezee padahal main game mencari serunya eh ini bahkan tambah tidak seruu makin burikk ff jadinya,positif,,,,,,
seru coba deh pasti ketagihan tapi sayangnya pik old tidak di kembalikan dan jagan ada saljunya buka arsenalnya susah mau hancurin tapi pelurunya takut habis tolong garena jagan ada salju tidak seru mending ada in pik old saja bakalan seru banget aku main dari aku sayang ff tolong unduh permainan ini pasti ketagihan tapi kadang turun sisen aku dari heroic bintang bahkan turun ke biru susah tapi tidak apa apa aku sayang ff semoga ff tidak di hapus dari palestor aminn,negatif,,,,,,
epep setelah diperbarui jadi makin rumit settingan nya mana bkin handphone jadi berat pass main jdinya lambat patah terus jaringannya tolong benerin dong garena masa tidak tetapi malah jadi bagaimana sih jadi tidak bermutu,negatif,,,,,,
garena tolong ff saya kok tidak bisa masuk ya saya sudah menunggu se jam tolong banget garena ini bagaimana saya juga mau main tapi ff nya tidak bisa masuk mana layar nya hitam jadi nya bagaimana ini garena tolong bantu saya juga ingin sekali main namun ff nya tidak bisa apa yang harus saya lakukan agar ff saya kembali ayo lah garena bantu sayaa itu juga akun satu nya dari perjuangan saya sudah lama sekali tapi bahkan diperbarui dan tidak bisa main apakah saya harus pensi teman aktif ff nya,negatif,,,,,,
garena tolong jangan di diperbarui besar banget ya aku yang ram spek gb menangis maaf bukanya tidak mau event yang bagus tapi untuk handphone kayak aku tidak bakal bisa main lagi,negatif,,,,,,
diperbarui an terbaru parah banget khususnya bagian suara step dan suara pertukaran reload senjata kadang ada kadang tidak ada tidak normal seperti biasanya,positif,,,,,,
saya tidak suka dengan updatenya karena pas saya lagi by one bahkan ada bom dan lain sebagainya juga pas saya lagi perang pas saya tekan gloal ada jamur dan skil lain nya kenapa bisa begini kalian setuju tidak sama yang diperbarui yang sekarang,negatif,,,,,,
jaringan yang tiba merah terkadang gloo wall tidak terpasang tolong di perbaikan soalnya setiap mau match tiba jaringan merah padahal jaringan stabil mohon di perbaikan,positif,,,,,,
diperbarui kali ini tidak bagus fitur yang di tambah in banyak tidak guna fitur grafik smoth yang sebelumnya ada efek khusus bahkan diilangin kocak depeloper,negatif,,,,,,
epep sekarang tidak jls masa saya open mic suara saya tidak ada tetapi kalau pakai hensed suara saya ada di teman akan jadi tidak seru kalau main tidak bisa onmic masa harus pakai hensed saja tolong lah saya main dari masa tidak bisa on mic,netral,,,,,,
saya kasih bintang karena in adalah game favorit saya mohon request kak buat sistem in game ketika kita lagi war dan mengknock down musuh dan kita tidak bisa langsung matiin musuhnya atau pas kondisi terjepit lalu hasil kenock down tadi di kill musuh harusnya tetap masuk ke kill kita kak jangan bahkan masuk ke kill musuh yang lainnya kenapa karena kita sudah bersusah payah untuk ngekill musuh eh ini giliran di tembak musuh lain bahkan kill nya itu masuk ke mereka terima kasih kak,negatif,,,,,,
sesudah melewati semakin diperbarui semakin gamenya terlalu banyak gangguan gamenya sudah bagus bisa dimainkan bersama sama tapi gangguan nya terlalu banyak sehingga membuat saya emosi banyak chiter juga orang toxic skin lama yang mahal menjadi murah gangguan nya sudah sangat banyak jaringan bagus tapi merah selalu suka keluar game sendiri jadi honor score saya turun drastis seperti tolong di usahakan game nya di perbaguskan garena terlalu banyak pakaian terbuka dan karakter terbuka,negatif,,,,,,
sehabis diperbarui banyak yang down dan juga gangguan ping belum di perbaikan,negatif,,,,,,
tolong garena kami sering mengalami kendala jaringgan sehingga sering terjadi lagg dan mengalami afk kenapa kami sebagai pemain dapat peringgatan afk dan di potong hinor skor nya padahal ini kesalahan jaringgan jadi tolong di pertimbangkan soal legg jaringgan dan afk,negatif,,,,,,
game ini sangat menghibur tapi ada banyak gangguannya masalah jaringan sering ngeleg lah padahal wifiku sudah bagus gangguan damage pula sudah headshot kali tidak mati bahkan aku yang mati terus di pelayanan pelanggan rank nya susah kali ada woodpeckernya mau push title juga susah ya terpaksa aku pakai awm oh ya di baru ranked juga bikin dong desert eagle biar enak saya kasih bintang ya dan tolong bnerin masalahnya,negatif,,,,,,
kenapa sinyal tiba drop padahal buat buka aplikasi lainnya lancar saja tapi kalau main epep jadi tolong dong pihak garena di fix sinyalnya,negatif,,,,,,
game sudah bagus dari segi kontrol grafik dan juga karakter sudah mulai enak tetapi masih ada beberapa gangguan yang harus di perbaikan,negatif,,,,,,
bagus sih tapi ada masalah gangguan di teman aku yang main push emot karena lantai nya jadi air tolong ini di perbaikan ya game nya,negatif,,,,,,
kenapa setiap diperbarui ff jaringan selalu leg banget garena tolong di bagus akan lagi jaringan nya agar bisa main seperti biasanya,positif,,,,,,
game nya seru menantang dan harus ada keterampilan untuk serang dan tembak grafik nya bagus di pula tapi yang kurang satu orang naruh senjata nya hilang tolong developer tapi sudah bagus kok,negatif,,,,,,
garena tolong di bagusin lagi diperbarui nya masa suara musuh lari di sekitar tidak ada nge bug terus tidak ada suara lariannya tolong di perbaikan diperbarui nya kalau semua nya sudah normal baru ulasan saya diperbarui bintang tinggi kasian anak yang sudah unduh ff buang paket cuman buat diperbarui yang tidak normal rugi tolong di perbaikan ya garena,negatif,,,,,,
diperbarui an yang terbaru ini saya rate bintang karena gangguan di gratis fire damage yang saya terima sudah itu sudah headshot tapi kenapa musuh nya yang headshot duluan padahal saya yang sudah menembak duluan,negatif,,,,,,
gwa di sini di diperbarui kali ini jujur gwa agak kecewa karena https di roam cees elite jujur gwa kecewa karena ada event yang kali masang gloowal ada suara dari event itu jujur gwa main tidak bisa denger step musuh di mana karena itu dan menurut saya menggangu apa lagi kalau masang gloowal dapat bom dapat skil karakter ke gwa coba main pepeng ada lawan gwa pakai skil yang bisa tidak bisa di pakai karena di lempar skil itu skill itu gwa juga dapat dari event itu cuma itu fire jelek,positif,,,,,,
saya kasih bintang maaf karena saya kesel masak sudah di upgred bahasa nya kok bahasa inggris siih tapi sayakn berasa di indonesia tapi saya punya aku singapur selain kraktr kostum juga minta dwlod lagi mohon bantuan nya terima kasih,negatif,,,,,,
game nya seru banget aku jadi punya teman daring dan jadi bisa sering komunikasi sama teman meskipun mereka mainnya bot sih,positif,,,,,,
epep pas diperbarui ada sedikit gangguan di bagian suara suka hilang sama muncul tolong di perbaikan jangan cuman mengurus diperbarui gangguan di urus juga terima kasih,negatif,,,,,,
gamee nya seruu abiss bisa mabar diynamickan dapat teman baruu mwehehe aplgii di game ini mode nya lumayan banyak lah ya tpii kadang ada gangguan nya juga yang buat kesel jaringan sudah stabil masa sinyal nya tapi game nya tetap seruu asikk,positif,,,,,,
pendownload tan data dalam nya lama makan banyak kouta belum lagi data yang lainnya rumit masa setiap diperbarui selalu error sih akan kalau unduh ulang malas unduh data dalam nya lagi,negatif,,,,,,
saya sangat menyukai game gratis fire tapi kekurangan nya tidak bisa melihat skin yang di equip teman lawan walaupun sudah unduh data sebaiknya penggunaan unduh data dikurangin agar bisa mengurangi penyimpana,negatif,,,,,,
game bagus tapi ada byg yang ngeselin banget dari dahulu apa gangguan damage itu gangguan ngeselin parah sih tapi mohon segera di perbaikan,negatif,,,,,,
baru ini diperbarui paling tidak guna pas lagi cran eh bahkan muncul barang apalah dan juga toko beli diilangin terus faktori juga bahkan ada yang ditutup es main jadi kaku,negatif,,,,,,
ini bagaimana sih tadi saya diperbarui setelah diperbarui aku tidak bisa login padahal wifi tidak gangguan dan jaringan bagus saja tlg dong kenapa sudah,negatif,,,,,,
aku suka game ini bisa di main akan di handphone kentang namun kekuranganya adalah tidak bisa bermain secara ofline semoga di apdate berikutnya garena menambah akan game buat player yang kuotanya habis,positif,,,,,,
gem bagus cuman ada satu kekurangan yaitu televot jadi musuh kabur lewat telpon jadi kurang seru kalau begitu dan jangan suka turun sisen jadi kurang seru musuh nya kabur lewat teklepot dan satu lagi minimal evogan nya ada yang geratis lah,negatif,,,,,,
mimimal gangguan itu di perbaiki dahulu jangan asyik diperbarui terus seperti mana lah garena ini tinggal ilangi gangguan saja tidak bisa terus sama gangguan jaringan juga aneh kalian nii,negatif,,,,,,
please yang afk atau gameplay nya itu buruk pas main di kasih peringatan keras saya capek ngegendong tim dari random mulu tidak bisa kompak seenggaknya kasih tim yang bisa support biar tidak susah sendiri,negatif,,,,,,
kenapa saya kasih bintang karena saya mati akan masih ada teman tiba saya keluar bahkan balik lobby kukira ya reconectit akan bahkan tidak loh tidak ada yang tulisan jaringan bermasalah tidak ada,negatif,,,,,,
teruntuk developer garena mohon untuk segera memperbaiki gangguan yang ada di dalam game gratis fire dan kasih event yang menarik jangan yang itu saja yang old di keluar in ada yang di repaint bosen kami butuh skin baru dan untuk rasio hokinya besarkan kami banyak keluarkan uang untuk spin skin ini itu ujungnya tidak dapat semoga cepat di perbaiki game ini,negatif,,,,,,
game nya sih bagus tapi kok tidak bisa mendapatkan hadiah dari kode redem padahal saya sudah dapat tapi kok tidak bisa pakai akun google sih bisa bahasa indonesia tidak apalagi masa cuma bisa daring kayak gem sebelah tuh ml bisa offline tapi tidak bisa mabar tidak bisa main rrank tapi bisa nya clasik,negatif,,,,,,
banyak minusnya masih gangguan damage terkadang teleport ke tempat lain gangguan nyangkut di bangunan semisal rumah dan arsenal gangguan ketika mati tidak bisa langsung exit harus tunggu beres booyah terkadang nge gangguan glitch ketika di tangga clock tower suka nyangkut di jendela gangguan material event gangguan kupon tiket apapun itu dan ketika sudah dapat item fragmen blueprint tidak masuk inventory sudah itu saja nanti kalau ada lagi saya tambahin usahakan ya garena,negatif,,,,,,
maaf ya sebelumnya sebenarnya game ini sudah bagus banget cuma sayang nya itu ada gangguan nya ketika saya sedang nembak musuh padahal sudah sampai lebih darah nya berkurang sudah head shot malah tapi bukn musuhnya yang mati bahkan saya yang mati tolong ya garena di perbaiki saya kasih bintang dahulu kalau sudah tidak nge bug lagi saya kasih bintang terima kasih,negatif,,,,,,
gamenya asyik juga bisa mabar sama teman tapi rekomendasi saya kalau saya spin event di ff itu susah di mendapatkan jadi tolonglah di permudah agar dapat event jika mudah didapetin pasti ff ramai,positif,,,,,,
halo garetod ini game bagus dan ada reset season buat yang tidak tahu reset season reset season ada rank yang dituruni oleh garetod kalau reset season itu bisa hari bulan sudah segitu saja terima kasih garetod,negatif,,,,,,
di updatetan sekarang ff jadi tidak ada suara step musuhnya kenapa kok di hilangin suara step musuhnya jadi resah kena bokong mulu gara tidak ada suara step,negatif,,,,,,
aku kasih bintang satu karena setelah diperbarui banyak yang diperbarui dan saya tidak suka dengan map bermuda vaktori nya kayak begitu kalau mau di diperbarui lagi tolong kembalikan semula kayak dahulu,negatif,,,,,,
aku sudah main dari di lihat pas aku main kok ada yang beda ya dari ff yang dahulu ada pohon pisang di dekat bimasakti tapi sekarang hilang terus gangguan di clock tower juga hilang,negatif,,,,,,
bagus sih tapi kenapa ya pas saya main lone wolf selalu keluar sendiri terus ada tulisan connection lost begitu sudah saya coba berulang ulang tetap begitu terus padahal sinyal nya sudah bagus loh tapi kenapa tidak bisa ya terima kasih,negatif,,,,,,
