ulasan_clean,sentimen
bagus sih tapi tolong perbaikan jaringan nya dong aku jadi susah main nya padahal aku sudah beli jaringan biar bagus tapi masih juga ngelek,-1
mnding tutup saja gamenya yang memasang m tetapi kenapa tiap main selalu setim sama player bot beban anak kecil baru main tiap update bukannya bagus bahkan busuk gaca ampas dapat tim ampas bikin iven yang bikin gamplay rusak lagi lawan musuh tiba ada kilatan kuning yang nutupin layar bikin modar saja xontol,-1
hapus saja gratis fire bug mulu minimal game tidak bug lah ini mah sudah bug damage sudah bug tembus sudah bug tidak mati banyak lah bug nya hapus saja game ini dari play store,1
apa sih epep saya sudah main bertahun tahun baru kali ini habis diperbarui ping nya tidak jelas mulu lama saya uninst ini game tidak jelas banget padahal sinyal bagus tidak lambat giliran ada musuh pingnya naik,-1
game lain diperbarui smkin bagus ff diperbarui makin aneh niat nya main biar hilangkan setres eh bahkan tambah setres sedikit usulan kalau bisa diperbarui agar jangan suka ngebak lagi seru nya main bahkan ngebak layar jadi kuning lah banyak keanehan sejak diperbarui kemarin,-1
halo jadi saya akan membagikan saran dan cerita saya oke saya akan memulai ini game nya bagus kok dan kalau mau top up juga tidak terlalu mahal tetapi untuk player ff yang sedang membaca ini tolong jika anda salah player yang sedikit ses t saya memohon untuk tidak seperti itu karena saya juga terganggu dan menjelek jeleki nama dari game ini sekali lagi saya mohon terima kasih,-1
gakbisa dibuka karena harus download data terus sudah dua kali pas kali ini tidak bisa download data tapi ada bacaan starting mohon di perbaiki,-1
gamenya bagus cuman tadi saya coba login kenapa tidak bisa ya dari tadi saya coba terus dan terusan ada tulisan gagal terhubung ke server harap login ulang begitu mulu dari tadi saya coba ganti akun terus tetap sama saja ada tulisan gagal terhubung ke server harap login ulang itu saya tidak coba × tapi berkali ini bug atau apa ya tolong dong developer saya sudah lama main game ff ini dan dulu tidak pernah seperti ini sebelumnya,-1
game ini itu sekarang kikir ada bug damage maksud saya bisa tidak garena itu tidak kikir event makin kesini makin tidak jelas padahal ff dahulu bagus sekarang bahkan jadi game yang aneh,1
gem nya bagus tapi setiyap main reng sama pelayanan pelanggan di ketemu in tim nya bot banget kontl makin kesini makin tidak jlas gem nya semenjak di apdet jadi tidak enak di mainain nya masa ada batu es di faktorii tolong gem nya di perbaikin jadi tidak jlas soal nya tim nya juga pada baru belajar di temwun sama yang sudah gm tidak setaraa tolang gem nya benerin,1
developer tolong perbaikan bug yang bikin kesel bug nya itu kita ngadownload data didalam game nya seperti baju bajunya tapi herannya besok nya aku harus unduh ulang semua datanya lagi data sama bajunya itu harus unduh lagi semuanya tolong perbaikan bug ini developer maaf kalau kepanjangan,1
untuk garena terhormat mohon dong kembalikan koleksi saya sudah lama saya tidak log in dan setelah log in bahkan banyak koleksi yang hilang dan tidak ada lagi seperti bundle budi banyak habis direct message buat borong bahkan di cek sekarang tidak ada skin senjata juga banyak yang hilang belum yang lain lagi mohon untuk garena koreksi lagi untuk mengembalikannya mksih,1
saya sudah pause untuk mendownload data nya tapi tetap saja data nya ter unduh sendiri saya juga sudah mencoba fitur yang ada di situ dan tetap saja masih mendownload data sendiri tolong cepat di fix bug nya ini sangat merugikan bagi para pengguna yang menggunakan data kuota tolong baca pesan saya ini lain kali saya beri bintang,-1
maaf ya tolong jangan ada penurunan renk jadi susah tolong padahal saya heroik turun menjadi bronje saya lama naikin nya tolong itu saja yang mau di perbaikan kalau sudah saya kasih bintang lagi dan lagi kalau main musuh nya bot lah jangan yang jago dan yang paling penting kalau nilai naik peringkat jangan turun harusnya bertambah jangan turun naik nilai peringkat nya tolong tolong perbaikan,1
game nya kayak taik aim merah dikit kena investigasi sistem orang tidak pakai konfik atau aplikasi ke tiga bahkan kena mau minta bantu cuman di suru ngidupin notifikasi kalau tidak di idupin tidak di respons kalau tidak bisa mengurus player nya tidak usah buat game itu juga sistemnya taik,-1
tim nya dapat yang bot semua dan lawan jago mau menang dari mana kalok di kasih lawan yang jago apa lagi dapat tim trol sudah lah pasrah pasti kalah ini niat buat gam apa tidak saya stres tidak naik rank nya,-1
saya sering kena bug jaringan woy bukannya makin bagus bahkan makin burik ini game tolong perbaikan bug ini dan bug lainnya padahal jaringan saya bagus saja buka aplikasi lain lancar tapi pas mau main ini game jaringan nya bahkan merah di perbaiki dahulu ya bug nya supaya kami para player tenang mainnya tidak ada gangguan mau main saja susah,1
banyak bug dan setiap masuk ke game bahkan keluar sendiri bukan makin bagus bahkan makin jelek mohon di perbaikan lagi,-1
game nya bagus tetapi setelah diperbarui bahkan jadi aneh banget buat di mainin mati begitu rasanya mana gloowal nya sering lama lagi tolong kembaliin era ff dulu lagi minimal gra diperbarui pada pensi ff jadi sepi banget yang main,-1
untuk dari saya aku kasih bintang gameplay nya sih bagus tapi tolong developer garena tolong di jawab ya kasih fitur gift item untuk saling berbagi item ke player lain soalnya banyak player yang punya item token yang masih banyak saya lihat dari berbagai player lain ada banyak player yang tidak beruntung dalam melakukan spin incu spin lucky diamond atau lucky gold yang tidak dapat hadiahnya maka saya ingin fitur ini ada sebelum player lain pindah ke game lain,-1
gameplay nya sudah oke tapi yang bermasalah itu pada eventnya saya pas main baru jumlah misi gameplay nya tidak masuk jadi kadang stuck jumlah gameplay nya dan satu lagi minimal dikasih fitur gift item tanpa bayar pakai diamond tapi kalau pakai coin tidak apa apa lah,-1
pihak garena saya memohon untuk di optimalkan lagi dalam permainan nya saya hanya mengeluh satu hal yaitu bug damage yang sangat meresahkan jadi tolong di perbaikan lagi ya developer garena saya sudah berkali kali kena bug ini bahkan setiap kali main pasti kena bug damage yang bisa menghambat peforma pemain yang lagi asyik main bahkan kena bug damage sekian terima kasih,-1
assalamualaikum dimohon kepada pihak garena saya mau bertanya kenapa game nya sekarang sering banget gangguan tidak jelas dan pas kita lagi main di baru step musuh tidak kedengeran di kita dan sering sekali muncul bug tidak jelas bikin orang mudah ngendok kita yang di bawah di luar kuta yang kesel dia bisa nembak kita dari dalam tapi kita tidak bisa mohon di perbaikan bug nya ya pihak garena terima kasih dan wasallamualaikun selamat siang,1
kadang ada item yang tidak kelihatan terus bug nembus kalau pakai grafik smooth apalagi sekaraang ketika saya ingin memilih mode bahkan tidak bisa mencet apa lagi sudah dihapus terus unduh lagi masih tetap kayak begitu,-1
lama ini game ngebosenin event begitu saja tidak ada yang spesial diperbarui juga bukan nya tambah bagus bahkan makin down main di ranked map nya bahkan bermuda mulu mentang baru bosen sendiri jadinya dan juga soal incubator itu kok pelit amat ya sudah spin tapi tidak dapat blueprint padahal dahulu gacor parah spin kali saja bisa dapat blueprint tapi sekarang bahkan intinya ini game sudah tidak seseru dahulu sudah ngebosenin big l buat dev and the game,-1
saya sangat menyesal telah mendownload game ini karena game ini saya selalu terbawa emosi sampai handphone saya retak sampai luar handphone dan sampai saat ini saya sangat menyesal…huwpp andai waktu bisa di ulang,-1
kenapa saya kasih bintang satu karena handphone saya sering tidak bisa di gerakkan dan sering gerak sendiri juga jaringannya bagus bahkan lagi tolong di perbaiki garena,1
game burik make glowall badahal dunia nyata tidak ada glowall game otomatis aim ini game perang atau game tembak tembakan tidak jelas lebih bagus pugb lebih realistis dari pada ff game yang sok an realistis dasar game sepi burik bit dan karakter yang punya skill yang aneh dan beberapa senjata aneh memang ada game yang nembak listrik memang ada granat yang dilempar keluar efek dingin game ini salah satu game sipaling halal padahal skin dan karakternya berpakaian haram,1
gamenya bagus tapi kenapa saat saya main musuhnya pro pemainnya abang abangan sedangkan tim saya anak kecil rank gold semua tolong garena di perbaikan lagi kalau begini saya ngepush pun susah garena maaf kalau saya kasih bintang satu atas komplain saya sekali lagi saya ucapkan bahwa gamenya bagus mohon maaf telah merusak ratingnya terima kasih,-1
jaringan padahal aman saja tapi pas match bahkan drop parah apalagi pas lagi clutch masa tiba jaringan drop yang seharusnya bisa ngeratain bahkan jadi mati gara jaringan nya drop mohon server nya di perbaiki ini sangat menggangu,-1
game nya bagus dari awal main tapi updatetan yang sekarang kayak ada yang kurang jadi mohon ditambah akan ditel nya ya terima kasih,1
saya kasih bintang saja kalau dari segi grafik dan game play nya sudah oke cuma kadang sering nge bug seperi jaringan dan damage kadang pas lagi seru nya main bahkan keluar sendiri padahal handphone saya sudah ram besar tolong lah untuk developer di perbagus lagi game nya ini demi kenyamanan kita semua garena anjng,1
game nya tidak bagus karena musuh bisa tiba dibelakang banyak bug ini game napa sih saya booyah dikasih musuh yang jago tolol,-1
malenurutkuu diperbarui kali ini jelek banget karena suka nge bug jaringan jelek padahal di aplikasi lain lancar banget jadi tolong buat garena mohon perbaikan kadang juga tiba background nya warna kuning,-1
game burik masa ini game banyak banget bug nya bug damage bug tembus glowal bug tembus tembok bug terbang bug tidak bisa turun dari pesawat bug jaringan bug tiba dikeluarin ke lobi bug jalan di air bug tembakan tembus glowal minimal bikin game tidak banyak bug sudah ahh capek main game ini tolong jangan di donwload lagi,1
garena tolong letak pintu dan grafik nya bagus tapi perang dunia di buat biar matap karena biar game lain kena mental tolong ya garena dan tidak topup dan daimod gratis,-1
game nya bagus tapi suka lagi kalau main kayak tiba burik begitu di handphone nya wifi nya bagus di ff bahkan merah tolong perbaikan kalau makin burik saya kasih nomor dan kalau main pelayanan pelanggan timnya bot musuhnya jago bintang nya sudah saya turunin dari ke,-1
garena hilang akan bug jaringan masa pas aku lawan musuh tiba jaringan tiba tidak ada musuh normal jadi ialng akan bug jaringan orang jadi toxik,-1
game nya bagus sekali mau kalau ada musuh tidak ngelek aku pakai handphone oppo sinyal nya bagus banget kenapa yang lain sinyal nya buruk dan di map pelayanan pelanggan bot yang main dan di vaktori ada diamon geratis disam ping vaktori aku dapat diamon sekitar puluan terima kasih garena ya,-1
woyy garena coba sekarang anak kecil ff banyak yang bokongan dan ngendok tolonglah garena yang ngendok akunya kenalin bend lah aku capek main ff dari masih ada saja yang ngendok coba perbaikan misalnya di atas peak di atas paktory di atas bima sakti dan masih banyak lainnya dan masih ada big aneh mobil di sirkuit naik ke atas kenteng tapi ada tapinya tolong perbaikan ini game ff tuh player ff banyak yang pensi gara gamenya semakin aneh sekali lagi tolong di perbaikan ya garena aku mau hoki nyepin,1
games nya bagus tapi saya kasih saran buat garena kalau memberikan event itu jangan susah jangan pelit kalau memberikan sepinan luky royal ini game buat hiburan bukan buat ngabisi uang kami sebagai pemain merasa dirugikan oleh garena karena kami pengen juga menikmati skin yang kmi inginkan namun garena mempersulit nya untuk di dapatkan semoga garena menerima pendapat saya terima kasih,1
saya player baru brapa bulan ini pensi tapi jujur pngen banget maen ff lagi mabar sama teman dan alasan saya pensi karne device handphone sekarang ram sudah tidak sanggup maen ff patah banget jadi itu alasan saya pensi saran saya sih kalau mau player old comeback tolong device game nye jangan terlalu gede dan di sesuai akan sama handphone yang tidak terlalu bagus haha sekarang sudah come back guys karena alhamdulillah sudah ganti handphone,1
woi garena makin kesini makin aneh kenapa kulgar di pecat dan paek old hilang ff sekarang sudah tidak nya man beda jauh dahulu saya usia tahun maen ff seru banget nyaman saya minta peak old di map bermuda di kembali akan,-1
handphone saya ngeleh tiba masuk baru pas saya nembak bahkan di kick garena terus juga setelah diperbarui banyak bug musuh pegang m masa banyak banget peluru tembakan nya jadi malas main sudah mana rank saya turun dan juga musuh nya ngechat atau apalah malas saya,-1
game nya sudah di diperbarui bukan nya makin bagus bahkan makin jelek banyak sekali bug yang kadang bikin kita yang main jadi kesal sampai mau banting handphone,-1
mohon maaf ini masih banyak bug salah satu bug nya yang belum di fix itu adalah bug damage yang membuat kesal para player kami sangat ingin bug itu di fix itu saja terima kasih,-1
tolong perbaikan lagi garana kenapa sih ini masa tidak kelihatan semua skin saya emot pun tidak bisa kayak belum di diperbarui padahal sudah ter diperbarui semua jaringan lancar tapi kok paiana nya seperti bot begitu sih,1
updatean kesini makin naik spek nih game sudah tidak freevillage buat yang hpnya kurang spek sudah tidak bisa lihat skin musuh lihat emot musuh makin pelit ini game tidak seperti dahulu,1
tolong lah bug layar jadi kejang di hilangin behh saya sebagai player tidak nyaman banget pas saya main pelayanan pelanggan sering tuh layar jadi kejang bagaimana mau hit musuh coba layar nya saja kejang sampai ronde resett mohon di perbaikan agar kenyamanan game nya lebih oke,1
game nya sering ngeleg sen diri tidak jelas kalau pakai wifi maupun data tolong benerin kalau di pakai game yang lain selalu bagus sinyalnya harap perbarui game gratis fire terpaksa aku kasih bintang,1
game bagus apalagi bisa ngendok tapi ada sedikit masalah waktu main kayak pelayanan pelanggan aku tidak bisa gerak mohon bug nya dihilangin,-1
bagus sekali ini game tidak ada apa dari pada game lain upgrade nya bagus sekali tapi ada yang kurang sering ngelek fantory enggak kayak dahulu lagi tidak bisa untuk pemula atau pemain baru melawan bot itu saja tolong di perbaikan ya garena,-1
gratis fire sudah aneh jaringan ngelek padahal paket lancar di tambah lagi maen game patah padahal memorinya aku kosong,1
sudah mantap permainan nya tapi masih ada yang kurang yaitu gratis fire ini harus ada pagi dan malam dan yang lebih penting itu pemain kalau mau turun harus salto di udara akan ada suara yang bilang betel broyal bertempur dengan gaya oke mungkin itu saja dari saya,1
game tidak jelas padahal internet saya bagus kenapa pas saya log out tiba ada sedang membaca informasi game lama saya keluar tiba ada lagi sampai satu jam tolong di perbaikan garena jadi malas main,1
sebenarnya game nya bagus tapi masalah map nya peaknya bisa tolong di ubah sekarang rumah peak nya terlalu besar peaknya buat jadi yang old lagi yaatau rumah peak yang baru,1
game nya sudah bagus dari segi grafik dan gameplay tapi pas aku spin skydive nya itu loh susah banget mana eventnya sudah mau habis padahal pengen spin lagi,-1
untuk game gratis fire bagus sekali tetapi saya mencoba keberuntungan lucky spin shotgun mata elang sudah hampir habis direct message dan belum mendapatkan nya semahal itu kah saya lihat teman yang lain di youtube hanya menghabiskan paling mahal an garena sekarang tidak seperti dahulu lucky spin sangat lah mudah di dapat akan hanya mengandalkan beberapa diamond saja,1
box kenapa sih game yank bagus ini pilikasih nya berlebihan senjata yang saya pakai di bedakan sama yang lain padahal demeg senjata saya bagus tapi tidak saki sama musuh bagaimana maksud nya ya jangan bikin kecewa boss,-1
gem ini memang bagus karena dari dahulu aku suka banget gem ini jadi tolong tambahan katanya gratisan buat ikut misi dong biar maki enak kalu main gem ini,1
halo saya disini akan klarifikasi jadi game ini bagus banget bisa di main akan di bawah umur dan di atas umur jadi disini saya memberi bintang lima tapi kalau matching nya tolong di perbaikan kadang cepat tetapi kadang juga lama mohon ya di perbaikan oke terima kasih dari saya,1
kok tidak bisa masuk tulisannya error jaringan padahal aku main game lainnya tidak lambat tuh kenapa sekarang tidak bisa pakai wifi aneh banget,-1
game nya seru dan bagus namun masih ada bug yang kadang ngeganngu yaitu bug jaringan dan bug indikator damage kalau bug jaringan pas saya main pakai jaringan apapun kadang neglag dan juga kalau bug indikator damage itu kalau misalkan musuh tembak dari belakang kadang indikatornya nunjukin musuh nembak dari kiri atau kanan,-1
game nya sudah bagus tapi masih terdapat bug dari dahulu sampai sekarang saat saya memainkannya terkadang suka ngangkut dan ngelat padahal jaringannya sudah bagus dan penyimpanan momori saya juga tidak penuh juga kemarin saya mau top up di dalam game ff nya tapi tidak bisa padahal pulsanya sudah full untuk beli diamond nya tolonglah terima pembayaran pulsa indosat dan telkomsel nya dong mohon di perbaikan lagi jangan mengecewakan penggemar dan pemain dari game ff kalau mau menarik minat mereka,1
gamenya bagus simpel dan mudah dipahami namun terkadang ada kendala pada jaringan yang sering terputus secara tiba,1
optimisasi jaringannya tidak ngaruh tetap saja seperti optimisasi jaringannya di tidak masih hidup,1
gem nya bagus dari grafik nya sudah lumayan lah tapi ada bug saat turun dari pesawat pakai skywing paradox itu duduk di skywing seperti cewek walaupun pakai karakter cowok agak lain di lihat nya semoga capat di perbaikan dan terus berkembang ya,1
haduehh sudah makin sepi nih game kikir pula minimal maksimal sg reaper sg lumut keluar in lagi lah dua duanya,-1
burik tidak tahu burik saja bug layar jadi kuning lah bug layar freeze lah mohon benerin bug nya jadi walaupun burik setidaknya tidak ada bug,-1
gamenya bagus aku suka banget tapi kadang aku dianggap afk padahal aku tidak afk jadi aku tidak bisa main pelayanan pelanggan rankent mohon aturannya kalau ada orang nuduh afk tingkatnya berkurang karena menuduh orang afk terima kasih,1
gemenya bagus tapi ada kurang mb nyatolong kecilkanlagi aku suka ngeleg terus tolong garena cepat mungkin garena baik tolong percepat,1
garena tolong hilangkan bug nya sama ram nya jangan terlalu gede kasian yang punya handphone kentang tidak bisa main ngelek jadi tolong walau makin hd tapi kurangi ram nya agar tidak terlalu berat tolong garena jangan gedein sais game nya dahulu sais game nya kecil sekarang jadi besar anjir kasian mereka yang handphone nya kentang tidak bisa main ff lagi sekarang tolong garena tolong kecilin sais ff nya agar ff semakin ramai,-1
mohon ya untuk jaringan ya oke bagus saja tapi kenapa tiba saat di pesawat tiba saya keluar terus saat mau main lagi dibilang and berasa di dalam tim mohon di perbaiki ya bug nya garena,1
nih game tidak adil kalu rank nya sudah bintang pasti teman yng di kasih tidak bisa main musuh nya pasti satu guild sudah itu kalah nya tidak sekali kalau bintangnya sudah baru di kasih teman pro,-1
garena saya mohon ya untuk kedepannya tambahakan filtur unbind akun batas akun lepas ini hanya hari sja setelah itu akun akan masa tenggang selams jam jika masih belum di kaitkan maka akan terhapus secara permanen setelah itu mohon untuk even lebih meriahkan lagi perbanyak colaborasi bukan hanya untuk anime bisa juga donghua atau film untuk even colab jangan hanya bundle dan senjata tambahkan juga even khusus colab seperti gloo sekarang ini kritik saya ff sekarang membosankan sekali sprt mti,-1
garena kenapa updatan terbaru ini kenapa saya tidak bisa main dan ada tulisan seperti ini menbaca informasi game mohon tunggu dan saya tunggu lama ini segitar menut bahkan masih tulisannya dan teman saya offline sebenarnya aktif garena tolong berbaiki bug ini kalau sudah di perbaikan saya kasih bintang,1
game nya bagus tapi kalau data nya mau habis pasti sinyal nya susah padahal baru ranked sudah season kalau pelayanan pelanggan masih master,-1
untuk game nya sumpah ini pelit banget sudah spin berapa kali tidak dapat tolong garena berilah gacha yang bisa hoki sampai dua kali saja kami para player tidak semua ber uang jika terus seperti ini garena mending hapus saja dari dunia game untuk apa game seperti ini untuk berkembang yang ada membuat para player nya bangkrut dan kalau bisa rating bintang satu tidak bisa di berikan untuk game ini,1
saya kasih bintang dahulu karena updatean sekarang masih tergolong berat bagi pengguna an handphone spek rendah macam saya dan semoga game nya lebih di optimalkan lagi bagi pengguna spek rendah,-1
keren dan banyak skin yang baru tapi tolong benerin bug yang meresahkan yaitu bug gloowal biasanya gloowal jadi transparan masih ada bug yang meresahkan yaitu bug baju biasanya baju kita akan hilang saat di pakai padahal sudah di unduh tolong di perbaikan bug yang meresahkan ya garena,-1
kebiasaan terlalu sering banget error tidak bisa masuk padahal sinyal lancar wifi lancar sampai hapus data tetap saja tidak bisa masuk tolong dong garena di benerin lagi sama kalau mau main map lain harus loading lama banget padahal jaringan lancar,-1
tiba kena beli padahal selalu main solo anti ngechit tapi bahkan kena beli sudah point ann tolong dong garena sangat ngerugikan kasian yang sudah push siang malam tapi akhirnya karena beli begini,-1
bug yang kualami selama main gratis fire bug ketika musuh jauh tidak terlihat bug sinyal sudah di perbaiki lumayan bug demag yang dari dahulu tidak di perbaiki ff semangkin diperbarui tapi yang di perbarui entah apa bug demeg tidak di perbaiki mohon dibaca dan di ikuti saran saya terima kasih salam boyah,1
aku suka sekali game nya dan tolong peak old di baru di keluar in ya dan ada lagi aku mau bertanya lobby nya yang lain ya lobby nya nambah bagus ya oke sudah,1
game aneh pantes saja sepi banyak bugnya bug damage tembus glowel delay padahal jaringan lancar lain kali jangan nambahin banyak even mending benerin bug nya dahulu terima kasih you,1
aduhh bagaimana ini minimal masa saya mau membersip mingguan harga dengan pajak dan saya punya pulsa ribu tetapi kenapa setiap mau transaksi selalu sja ada notif pulsa tidak cukup padahal lebih lo itu pulsa nya tolong perbaikan lagi minimal sebelum saya hapus ini game,-1
garena kok gratis fire sekarang banyak bug ya tolonglah di perbaikan mana bisa mau maen tengah berjalan tibe bergetar ya map juga kuning malas mau maen kalau tidak di perbaikan,1
tolong dong peak nya di ganti kayak dahulu trening nya sekarang bagus sudah kembali lagi tapi peak nya tolong kembalikan lagi kayak dahulu,-1
halo saya sudah main dari lama tapi makin kesini makin tidak enak di mainin game nya terlalu banyak diperbarui dan map pada di ganti saya dan player yang lain ingin kembali seperti gratis fire yang dahulu piek rimnam di kembalikan seperti dahulu tolong lah ganti lagi seperti dahulu sekarang player old pada pensi gara game nya selalu di ganti map dan makin kesini jadi makin tidak enak di mainin tolong ganti lagi seperti dahulu,1
saya tidak perlu game yang tidak cocok buat saya ingin saya perbaikan game ini ubah menjadi game realistic seperti minicraf dan mohon untuk tidak burik dan mohon keluarkan biaya alimistrasi kalau tidak bisa saya beri bintang buat game yang masih banyak lagi tolong perbaikan game nya biar tidak ada bug atau burik seperti game ini yang burikk sekali,1
epep napa sih makin diperbarui makin jelek saya sudah lama minimal main game ini kenapa harus di black list saya pengen main sama temenn jangan begini main nyaa minn tolong perbaikii,-1
game nya seru tidak ada iklan dan juga senjata skin nya bagus tapi yang agak kurang suka harus pakai internet dan masih ada bug dikit,-1
ya bagus saja cuman karena kasihnya bintang empat karena kalau di battle royal pemainnya computers dan gampang boyahh tolongg di perbaikan ya dan terima kasih you,1
tolong minimal perbaikan bug nya yang belum perbaikan bug yang saya sering dapat adalah ketika saya main oneshot dengan teman saya damage nya sudah pas mengenai kepala lawan tapi beliau tidak mati tolong perbaikan,1
game nya bagus tapi setelah diperbarui bahkan banyak bug seperti langit nya jadi warna oren layar nya sering geter dan sinyalnya lambat,1
ini gratis fire kenapa ya kok setiap mau login ke akun google terus akan akun nya sudah dipilih dipencet tapi habis itu kok kayak nge freeze tapi masih bisa dipencet itu tuh dalam keadaan belum login semi login tolong ya garena ini mungkin bug atau sejenisnya tolong benerin ya garena,-1
tolong untuk garena karena game ff mau sudah sangat berat bagi saya handphone saya oppo ram sudah patah banget meskipun aku sudah pakai grafik smoth tolong agar gamenya di optimalkan lagi di semua platform tambah akan lagi grafik ultra smooth grafik smooth di perburik lagi jujur kalau masalah grafik aku tidak terlalu mempermasalahkannya gamenya sudah patah banget saya belum mampu ganti device ini handphone saya sudah thun saya anak yatim putus sekolah dan sekarang saya kerja untuk kluarga saya tidak bisa ganti dvice,-1
game nya memang seru tapi kenapa akhir ini suka ngeleg apalagi pas main dan avatar tidak ter unduh padahal data nya sudah di donwload semua tolong di perbaki lagi agar tidak nge bug seperti ini lagiterimakasih,1
tolong minimal masih banyak bug yang belum di perbaikan layar tiba kuning dan gerak sendiri tolong ya minimal secepatnya di perbaikan top apin dong cuy,-1
permainan bagus event nya juga menarik tapi tolong dong garena bagaimana caranya keluar dari beli mau baru rank tidak bisa mau mabar sama teman tidak bisa tolong dong minimal,-1
dari segi permainan cukup keren tetapi masalah saya di mode clash squad rank csr kenapa kalau setiap di mode pelayanan pelanggan tim kita dan tim lawan taktik pemain tersebut sangat beda mulai dari skil pemain rank pemain dan dan lain lain tolong garena sistem csr lebih adil saya bermain di diamond tim saya kenapa platinum dan lawanya pun rank nya heroic sama diamond dan pemain nya pun tidak pro dalam bermain di rank tersebut mohon garena sistem csr lebih adil,-1
sinyal ngelek banget di benerin lah main game lain enak sinyal main ff bahkan apa lah itu mana ff nya berat banget lagi tidak berat kayak begini kalau bisa item nya yang old jangan di keluar in lagi bang ini lama keluar in lagi baju old nya jadi tidak seru main ff nya itu tolong lah benerin lah sinyal,1
padahal jaringan saya stabil tapi musuh yang di terkena damage berkali tapi tidak mati jadi tolong perbaikan bug damagenya,1
pengalaman bermain yang buruk sinyal merah terus padahal kalau dibuat youtube an google an atau game daring lainnya lancar kayak game legenda seluler misalnya lancar ping nya ms kalau ff bahkan kebalikannya masuk sudah di kasih informasi membaca informasi game mohon tunggu saya tunggu sampai jam pun tidak kelar saya pakai vpn pun percuma bisa masuk dan main tapi sinyal juga sama saja rata sinyal ping di ff saya kuning antara ping tolong lah garena perbaikan hal seperti ini,-1
tolong perbaikan gloo wall placement nya masak aku taruk gloo wall di atas atap bukan di tanah tolong tambahkan fitur untuk gloo wall nya di depan saja by the way gamenya seru,1
bug suara step suara mobil hilang bug damage ketika tembak musuh darah musuh bahkan tidak berkurang sistem jaringan dalam gratis fire agak gila nonton bagus main game lain bagus pas masuk ff langsung memutar terus merah jrngan nya dan masih banyak lagi bug nya tapi di atas itu yang bikin tidak enak lagi main ff dari s saya main sampai sekarang setiap di diperbarui bukan nya bagus bahkan lebih hancur gratis fire fokus nya cuman ke event tidak jelas tanpa di sadari game nya penuh bug,-1
ada bug mohon di perbaikan bug ini jaringan bagus tapi kok masalah jaringan terus mohon kalau mau appdet game perbaikan lah bug nya,1
game nya bagus saya sudah diperbarui tapi saat masuk ke game ada diperbarui lagi saat nomor persen ngestak tolong perbaikan ya,1
game ini sangat bagus dan menarik tapi juga banyak yang bilang bug damage tapi bug damage sangat jarang terjadi dan yang bilang bug damage mungkin belum tahu kalau senjata banyak yang di nerf,1
gamenya bagus banget apalagi sekarang ada karakter baru pokoknya gamenya seru terus sudah ada yang di diperbarui jadi makin seru mainnya gamenya juga tidak ngebosenin lo jadi wajib di coba ya terima kasih,1
minta tolong sebesar besarnya hilangkan kalok kita login jangan langsung di unduh datain juga kalok kita mati saat bermain terus kita ke lobi jagan di unduh datain ya untuk pihak garena tapi tetap saya suka game ini saya kasih bintang terima kasih mohon minta bantuan nya,1
game nya seru banyak aksi yang menyenangkan tapi kenapa kadang harus ganti akun jadi semuanya hilang tolong di perbaikan lagi saya yang baru hilang saat menggunakan akun bahkan akun lama padahal rank nya sudah daymon oh ya di game ini juga sering bung tolong di perbaikan lagi ya,1
aku kasih bintang ini sekarang kenapa garena diperbarui nya buat handphone berat terus nembak musuh nya tidak mati padahal aim nya sudah merah terus melebihi darahnya lagi tolong ya garena di perbaikin lagi,1
maaf cuman bisa kasih bintang soalnya setelah di diperbarui makin parah masa pas di loby bagus sinyalnya tapi pas main tiba jaringannya jadi merah lambat cuman itu saja sih keluhan saya kalau untuk event bundlenya oke mantap bundle geratisannya juga pada bagus,1
yang membuat keinginan saya buat maen game ini setelah saya hapus aplikasi karena bug demeg yang selalu saja menggangu mohon untuk sistem orang dalam perbaikan detail kecil ini agar ramai peminat yang enak ya tidak cuma saya tapi kalian juga begitu loo oke bagus morning see you,-1
game nya seru tapi rumit mau top up saja susah padahal pulsa sudah ada tidak ada event baru yang bagus kayak dahulu event nya pasaran garena keluar in event baru dong,-1
permainan ini sangat bagus dan seru dan sekarang saya sudah menjadi proplayer namun kenapa kunci arsenal di hilangkan temansaya ingin kunci arsenal itu ada lagi seperti dulu,1
capek saya garena mana musuh nya main belakng keras bukan kita yang ngenokin musuh mati malh kita yang mati sama senjata musuh dan map ya juga cepat bosen saya garena saya unduh map semua dan temnesaya juga unduh map semua tapi apa map nya pugatory dan map pic batle royal tolong dong di benerin efen sih efen tapi map jgan itu terus ganti ke map ya kayak nextera akan tidak gapang bosen kalau sudah di benerin map nya saya kasih bitang,-1
kenapa game nya jadi sepi dan banyak bug leg jaringan dahulu tidak begitu dan ada yang aku malas main ff karena aku tidak chit di ban dan akun aku ff mau login kok layar hitam tolong di perbaiki ya nanti aku reting,-1
saya kasih bintang dahulu karena terjadinya bug kesalahan jaringan saya sudah berulangkali hapus cache game mati nyala mode pesawat dan jaringan wifi data saya lancar saja tapi kenapa masih kesalahan jaringan saya sudah mencari berbagai sumber tapi tidak ada hasil untuk developer gamenya sudah bagus cuma perbaikan bug jaringan dan bug lainnya,-1
bug damage terus percuma diperbarui terus terusan tapi masih ada bug nya haduhh masa sudah headshot kali loh bisa tidak mati padahal jaringan oke saja tolong di perbaikan bug damage nya garena,1
game nya seru tapi bug dan jaringannya tolong di lancarkan dan bug nya banyak banget tolong di perbaikan game nya,1
